,source,target,id
0,/,/irc/,0
1,/,/per-il-pubblico/,1
2,/,/per-sanitari/,2
3,/,/centri-di-formazione,3
4,/,/corsi,4
5,/,/manuali-e-pubblicazioni,5
6,/,/,6
7,/,/irc/,7
8,/,/irc/attivita/,8
9,/,/irc/struttura/,9
10,/,/irc/storia-e-principi/,10
11,/,/irc/congressi/,11
12,/,/irc/diventa-socio/,12
13,/,/irc/patrocini/,13
14,/,/irc/eventi-patrocinati-irc/,14
15,/,/irc/fondazione-irc/,15
16,/,/irc/contatti/,16
17,/,/irc/link-utili/,17
18,/,/irc/archivio/,18
19,/,/per-il-pubblico/,19
20,/,/per-il-pubblico/apps-games/,20
21,/,/per-il-pubblico/kids-save-lives/,21
22,/,/per-il-pubblico/settimana-viva/,22
23,/,/per-sanitari/,23
24,/,/centri-di-formazione,24
25,/,/centri-di-formazione/iscriversi-un-corso-irc/,25
26,/,/centri-di-formazione/calendario-corsi/,26
27,/,/centri-di-formazione/verifica-attestati/,27
28,/,/centri-di-formazione/scarica-lattestato/,28
29,/,/centri-di-formazione/accreditamento-centri-di-formazione/,29
30,/,/corsi,30
31,/,/manuali-e-pubblicazioni,31
32,/,/manuali-e-pubblicazioni/irc-edizioni/,32
33,/,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,33
34,/,/,34
35,/,/per-sanitari/,35
36,/,/per-sanitari/congresso-nazionale-irc-2017/,36
37,/,/per-sanitari/congresso-nazionale-irc-2017/,37
38,/,/per-sanitari/,38
39,/,/per-il-pubblico/dona-5x1000-alla-fondazione-irc/,39
40,/,/per-il-pubblico/dona-5x1000-alla-fondazione-irc/,40
41,/,/per-il-pubblico/,41
42,/,/senza-categoria/iscriversi-ai-corsi-irc/,42
43,/,/senza-categoria/iscriversi-ai-corsi-irc/,43
44,/,/per-sanitari/,44
45,/,/per-sanitari/nuovo-database-irc/,45
46,/,/per-sanitari/nuovo-database-irc/,46
47,/,/per-sanitari/,47
48,/,/per-sanitari/assemblea-ordinaria-soci-irc/,48
49,/,/per-sanitari/assemblea-ordinaria-soci-irc/,49
50,/,/per-sanitari/,50
51,/,/per-sanitari/quota-associativa-2017/,51
52,/,/per-sanitari/quota-associativa-2017/,52
53,/,/irc,53
54,/,/irc/fondazione-irc/,54
55,/,/irc/fondazione-irc/,55
56,/,/corsi/irc-edu/,56
57,/,/corsi/irc-edu/,57
58,/,/irc/congressi,58
59,/,/irc/congressi,59
60,/,/per-il-pubblico/kids-save-lives/,60
61,/,/per-il-pubblico/kids-save-lives/,61
62,/,/,62
63,/,/,63
64,/,/per-il-pubblico/,64
65,/,/per-il-pubblico/,65
66,/,/senza-categoria/iscriversi-ai-corsi-irc/,66
67,/,/per-il-pubblico/kids-save-lives/progetto-scuola/,67
68,/,/per-il-pubblico/progetto-scuola/,68
69,/,/per-sanitari/,69
70,/,/per-sanitari/iscrizione-albo-istruttori-irc/,70
71,/,/corso/blsd-non-sanitari/,71
72,/,/corso/corso-blsd-pediatrico-non-sanitari/,72
73,/,/manuali-e-pubblicazioni/p/bls-d-pediatrico-per-operatori-non-sanitari-lg-2014/,73
74,/,/manuali-e-pubblicazioni/p/751/,74
75,/,/manuali-e-pubblicazioni/p/un-pic-nic-mozzafiato/,75
76,/,/per-sanitari/,76
77,/,/per-sanitari/,77
78,/,/per-sanitari/studio-aedin-aed-italian-network/,78
79,/,/per-sanitari/,79
80,/,/per-sanitari/congresso-erc-2017/,80
81,/,/per-sanitari/,81
82,/,/per-sanitari/etc-2016/,82
83,/,/corso/advanced-life-support/,83
84,/,/corso/basic-life-support-defribillation-pediatrico-cat-b/,84
85,/,/corso/basic-life-support-defibrillation-cat-b/,85
86,/,/corso/european-paediatric-advanced-life-support/,86
87,/,/corso/european-paediatric-immediate-life-supprt/,87
88,/,/corso/european-trauma-course/,88
89,/,/corso/immediate-life-support/,89
90,/,/corso/metal/,90
91,/,/corso/newborn-life-support/,91
92,/,/corso/ptc-advanced/,92
93,/,/corso/ptc-base/,93
94,/,/manuali-e-pubblicazioni/p/bls-d-pediatrico-per-operatori-non-sanitari-lg-2016/,94
95,/,/manuali-e-pubblicazioni/p/bls-d-pediatrico-per-operatori-non-sanitari-lg-2015/,95
96,/,/manuali-e-pubblicazioni/p/prehospital-trauma-care-modulo-avanzato/,96
97,/,/manuali-e-pubblicazioni/p/prehospital-trauma-care-modulo-base/,97
98,/,/privacy-policy,98
99,/irc/,/irc/,99
100,/irc/,/per-il-pubblico/,100
101,/irc/,/per-sanitari/,101
102,/irc/,/centri-di-formazione,102
103,/irc/,/corsi,103
104,/irc/,/manuali-e-pubblicazioni,104
105,/irc/,/,105
106,/irc/,/irc/,106
107,/irc/,/irc/attivita/,107
108,/irc/,/irc/struttura/,108
109,/irc/,/irc/storia-e-principi/,109
110,/irc/,/irc/congressi/,110
111,/irc/,/irc/diventa-socio/,111
112,/irc/,/irc/patrocini/,112
113,/irc/,/irc/eventi-patrocinati-irc/,113
114,/irc/,/irc/fondazione-irc/,114
115,/irc/,/irc/contatti/,115
116,/irc/,/irc/link-utili/,116
117,/irc/,/irc/archivio/,117
118,/irc/,/per-il-pubblico/,118
119,/irc/,/per-il-pubblico/apps-games/,119
120,/irc/,/per-il-pubblico/kids-save-lives/,120
121,/irc/,/per-il-pubblico/settimana-viva/,121
122,/irc/,/per-sanitari/,122
123,/irc/,/centri-di-formazione,123
124,/irc/,/centri-di-formazione/iscriversi-un-corso-irc/,124
125,/irc/,/centri-di-formazione/calendario-corsi/,125
126,/irc/,/centri-di-formazione/verifica-attestati/,126
127,/irc/,/centri-di-formazione/scarica-lattestato/,127
128,/irc/,/centri-di-formazione/accreditamento-centri-di-formazione/,128
129,/irc/,/corsi,129
130,/irc/,/manuali-e-pubblicazioni,130
131,/irc/,/manuali-e-pubblicazioni/irc-edizioni/,131
132,/irc/,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,132
133,/irc/,/,133
134,/irc/,/irc/,134
135,/irc/,/irc/attivita/,135
136,/irc/,/irc/struttura/,136
137,/irc/,/irc/storia-e-principi/,137
138,/irc/,/irc/congressi/,138
139,/irc/,/irc/diventa-socio/,139
140,/irc/,/irc/patrocini/,140
141,/irc/,/irc/eventi-patrocinati-irc/,141
142,/irc/,/irc/fondazione-irc/,142
143,/irc/,/irc/contatti/,143
144,/irc/,/irc/link-utili/,144
145,/irc/,/irc/archivio/,145
146,/irc/,/irc/,146
147,/irc/,/irc/attivita/,147
148,/irc/,/irc/struttura/,148
149,/irc/,/irc/storia-e-principi/,149
150,/irc/,/irc/congressi/,150
151,/irc/,/irc/diventa-socio/,151
152,/irc/,/irc/patrocini/,152
153,/irc/,/irc/eventi-patrocinati-irc/,153
154,/irc/,/irc/fondazione-irc/,154
155,/irc/,/irc/contatti/,155
156,/irc/,/irc/link-utili/,156
157,/irc/,/irc/archivio/,157
158,/irc/,/privacy-policy,158
159,/per-il-pubblico/,/irc/,159
160,/per-il-pubblico/,/per-il-pubblico/,160
161,/per-il-pubblico/,/per-sanitari/,161
162,/per-il-pubblico/,/centri-di-formazione,162
163,/per-il-pubblico/,/corsi,163
164,/per-il-pubblico/,/manuali-e-pubblicazioni,164
165,/per-il-pubblico/,/,165
166,/per-il-pubblico/,/irc/,166
167,/per-il-pubblico/,/irc/attivita/,167
168,/per-il-pubblico/,/irc/struttura/,168
169,/per-il-pubblico/,/irc/storia-e-principi/,169
170,/per-il-pubblico/,/irc/congressi/,170
171,/per-il-pubblico/,/irc/diventa-socio/,171
172,/per-il-pubblico/,/irc/patrocini/,172
173,/per-il-pubblico/,/irc/eventi-patrocinati-irc/,173
174,/per-il-pubblico/,/irc/fondazione-irc/,174
175,/per-il-pubblico/,/irc/contatti/,175
176,/per-il-pubblico/,/irc/link-utili/,176
177,/per-il-pubblico/,/irc/archivio/,177
178,/per-il-pubblico/,/per-il-pubblico/,178
179,/per-il-pubblico/,/per-il-pubblico/apps-games/,179
180,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/,180
181,/per-il-pubblico/,/per-il-pubblico/settimana-viva/,181
182,/per-il-pubblico/,/per-sanitari/,182
183,/per-il-pubblico/,/centri-di-formazione,183
184,/per-il-pubblico/,/centri-di-formazione/iscriversi-un-corso-irc/,184
185,/per-il-pubblico/,/centri-di-formazione/calendario-corsi/,185
186,/per-il-pubblico/,/centri-di-formazione/verifica-attestati/,186
187,/per-il-pubblico/,/centri-di-formazione/scarica-lattestato/,187
188,/per-il-pubblico/,/centri-di-formazione/accreditamento-centri-di-formazione/,188
189,/per-il-pubblico/,/corsi,189
190,/per-il-pubblico/,/manuali-e-pubblicazioni,190
191,/per-il-pubblico/,/manuali-e-pubblicazioni/irc-edizioni/,191
192,/per-il-pubblico/,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,192
193,/per-il-pubblico/,/,193
194,/per-il-pubblico/,/per-il-pubblico/,194
195,/per-il-pubblico/,/per-il-pubblico/apps-games/,195
196,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/,196
197,/per-il-pubblico/,/per-il-pubblico/settimana-viva/,197
198,/per-il-pubblico/,/per-il-pubblico/dona-5x1000-alla-fondazione-irc/,198
199,/per-il-pubblico/,/per-sanitari/,199
200,/per-il-pubblico/,/per-il-pubblico/dona-5x1000-alla-fondazione-irc/,200
201,/per-il-pubblico/,/per-il-pubblico/,201
202,/per-il-pubblico/,/senza-categoria/iscriversi-ai-corsi-irc/,202
203,/per-il-pubblico/,/per-il-pubblico/,203
204,/per-il-pubblico/,/per-il-pubblico/benvenuti-nel-nostro-sito-web/,204
205,/per-il-pubblico/,/corsi/#non_sanitari,205
206,/per-il-pubblico/,/corso/blsd-non-sanitari/,206
207,/per-il-pubblico/,/corso/blsd-non-sanitari/,207
208,/per-il-pubblico/,/corso/corso-blsd-pediatrico-non-sanitari/,208
209,/per-il-pubblico/,/corso/corso-blsd-pediatrico-non-sanitari/,209
210,/per-il-pubblico/,/per-il-pubblico/settimana-viva/,210
211,/per-il-pubblico/,/per-il-pubblico/settimana-viva/viva-2016/,211
212,/per-il-pubblico/,/per-il-pubblico/apps-games/,212
213,/per-il-pubblico/,/per-il-pubblico/relive/,213
214,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/progetto-scuola/,214
215,/per-il-pubblico/,/per-il-pubblico/progetto-scuola/,215
216,/per-il-pubblico/,/manuali-e-pubblicazioni#non_sanitari,216
217,/per-il-pubblico/,/manuali-e-pubblicazioni/p/bls-d-pediatrico-per-operatori-non-sanitari-lg-2014/,217
218,/per-il-pubblico/,/manuali-e-pubblicazioni/p/bls-d-pediatrico-per-operatori-non-sanitari-lg-2014/,218
219,/per-il-pubblico/,/manuali-e-pubblicazioni/p/751/,219
220,/per-il-pubblico/,/manuali-e-pubblicazioni/p/751/,220
221,/per-il-pubblico/,/manuali-e-pubblicazioni/p/un-pic-nic-mozzafiato/,221
222,/per-il-pubblico/,/manuali-e-pubblicazioni/p/un-pic-nic-mozzafiato/,222
223,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/,223
224,/per-il-pubblico/,/per-il-pubblico/kids-save-lives-articolo-su-resuscitation/,224
225,/per-il-pubblico/,/per-il-pubblico/apps-games/,225
226,/per-il-pubblico/,/per-il-pubblico/un-pic-nic-mozzafiato-lancio-nuova-funzionalita/,226
227,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/,227
228,/per-il-pubblico/,/per-il-pubblico/logo-kids-save-lives-irc-homepage-sito-erc/,228
229,/per-il-pubblico/,/per-il-pubblico/apps-games/,229
230,/per-il-pubblico/,/per-il-pubblico/un-pic-nic-mozzafiato-link-apple-store-google-play/,230
231,/per-il-pubblico/,/per-il-pubblico/,231
232,/per-il-pubblico/,/per-il-pubblico/page/2/,232
233,/per-il-pubblico/,/per-il-pubblico/,233
234,/per-il-pubblico/,/per-il-pubblico/apps-games/,234
235,/per-il-pubblico/,/per-il-pubblico/kids-save-lives/,235
236,/per-il-pubblico/,/per-il-pubblico/settimana-viva/,236
237,/per-il-pubblico/,/privacy-policy,237
238,/per-sanitari/,/irc/,238
239,/per-sanitari/,/per-il-pubblico/,239
240,/per-sanitari/,/per-sanitari/,240
241,/per-sanitari/,/centri-di-formazione,241
242,/per-sanitari/,/corsi,242
243,/per-sanitari/,/manuali-e-pubblicazioni,243
244,/per-sanitari/,/,244
245,/per-sanitari/,/irc/,245
246,/per-sanitari/,/irc/attivita/,246
247,/per-sanitari/,/irc/struttura/,247
248,/per-sanitari/,/irc/storia-e-principi/,248
249,/per-sanitari/,/irc/congressi/,249
250,/per-sanitari/,/irc/diventa-socio/,250
251,/per-sanitari/,/irc/patrocini/,251
252,/per-sanitari/,/irc/eventi-patrocinati-irc/,252
253,/per-sanitari/,/irc/fondazione-irc/,253
254,/per-sanitari/,/irc/contatti/,254
255,/per-sanitari/,/irc/link-utili/,255
256,/per-sanitari/,/irc/archivio/,256
257,/per-sanitari/,/per-il-pubblico/,257
258,/per-sanitari/,/per-il-pubblico/apps-games/,258
259,/per-sanitari/,/per-il-pubblico/kids-save-lives/,259
260,/per-sanitari/,/per-il-pubblico/settimana-viva/,260
261,/per-sanitari/,/per-sanitari/,261
262,/per-sanitari/,/centri-di-formazione,262
263,/per-sanitari/,/centri-di-formazione/iscriversi-un-corso-irc/,263
264,/per-sanitari/,/centri-di-formazione/calendario-corsi/,264
265,/per-sanitari/,/centri-di-formazione/verifica-attestati/,265
266,/per-sanitari/,/centri-di-formazione/scarica-lattestato/,266
267,/per-sanitari/,/centri-di-formazione/accreditamento-centri-di-formazione/,267
268,/per-sanitari/,/corsi,268
269,/per-sanitari/,/manuali-e-pubblicazioni,269
270,/per-sanitari/,/manuali-e-pubblicazioni/irc-edizioni/,270
271,/per-sanitari/,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,271
272,/per-sanitari/,/,272
273,/per-sanitari/,/per-sanitari/,273
274,/per-sanitari/,/per-sanitari/studio-aedin-aed-italian-network/,274
275,/per-sanitari/,/per-sanitari/,275
276,/per-sanitari/,/per-sanitari/studio-aedin-aed-italian-network/,276
277,/per-sanitari/,/per-sanitari/,277
278,/per-sanitari/,/per-il-pubblico/dona-5x1000-alla-fondazione-irc/,278
279,/per-sanitari/,/per-sanitari/,279
280,/per-sanitari/,/per-sanitari/iscrizione-albo-istruttori-irc/,280
281,/per-sanitari/,/corsi/#sanitari,281
282,/per-sanitari/,/corso/advanced-life-support/,282
283,/per-sanitari/,/corso/advanced-life-support/,283
284,/per-sanitari/,/corso/basic-life-support-defribillation-pediatrico-cat-b/,284
285,/per-sanitari/,/corso/basic-life-support-defribillation-pediatrico-cat-b/,285
286,/per-sanitari/,/corso/basic-life-support-defibrillation-cat-b/,286
287,/per-sanitari/,/corso/basic-life-support-defibrillation-cat-b/,287
288,/per-sanitari/,/corso/european-paediatric-advanced-life-support/,288
289,/per-sanitari/,/corso/european-paediatric-advanced-life-support/,289
290,/per-sanitari/,/corso/european-paediatric-immediate-life-supprt/,290
291,/per-sanitari/,/corso/european-paediatric-immediate-life-supprt/,291
292,/per-sanitari/,/corso/european-trauma-course/,292
293,/per-sanitari/,/corso/european-trauma-course/,293
294,/per-sanitari/,/corso/immediate-life-support/,294
295,/per-sanitari/,/corso/immediate-life-support/,295
296,/per-sanitari/,/corso/metal/,296
297,/per-sanitari/,/corso/metal/,297
298,/per-sanitari/,/corso/newborn-life-support/,298
299,/per-sanitari/,/corso/newborn-life-support/,299
300,/per-sanitari/,/corso/ptc-advanced/,300
301,/per-sanitari/,/corso/ptc-advanced/,301
302,/per-sanitari/,/corso/ptc-base/,302
303,/per-sanitari/,/corso/ptc-base/,303
304,/per-sanitari/,/per-sanitari/,304
305,/per-sanitari/,/per-sanitari/assemblea-ordinaria-soci-irc/,305
306,/per-sanitari/,/per-sanitari/,306
307,/per-sanitari/,/per-sanitari/congresso-nazionale-irc-2017/,307
308,/per-sanitari/,/per-sanitari/,308
309,/per-sanitari/,/per-sanitari/materiale-didattico-corso-als/,309
310,/per-sanitari/,/manuali-e-pubblicazioni#sanitari,310
311,/per-sanitari/,/manuali-e-pubblicazioni/p/manuale-als/,311
312,/per-sanitari/,/manuali-e-pubblicazioni/p/manuale-als/,312
313,/per-sanitari/,/manuali-e-pubblicazioni/p/european-paediatric-advanced-life-support/,313
314,/per-sanitari/,/manuali-e-pubblicazioni/p/european-paediatric-advanced-life-support/,314
315,/per-sanitari/,/manuali-e-pubblicazioni/p/european-paediatric-immediate-life-support/,315
316,/per-sanitari/,/manuali-e-pubblicazioni/p/european-paediatric-immediate-life-support/,316
317,/per-sanitari/,/manuali-e-pubblicazioni/p/immediate-life-support/,317
318,/per-sanitari/,/manuali-e-pubblicazioni/p/immediate-life-support/,318
319,/per-sanitari/,/manuali-e-pubblicazioni/p/1183/,319
320,/per-sanitari/,/manuali-e-pubblicazioni/p/1183/,320
321,/per-sanitari/,/per-sanitari/,321
322,/per-sanitari/,/per-sanitari/bologna-medici-sospesi-dallordine/,322
323,/per-sanitari/,/per-sanitari/,323
324,/per-sanitari/,/per-sanitari/nuovo-database-irc/,324
325,/per-sanitari/,/per-sanitari/,325
326,/per-sanitari/,/per-sanitari/congresso-erc-2017/,326
327,/per-sanitari/,/per-sanitari/,327
328,/per-sanitari/,/per-sanitari/quota-associativa-2017/,328
329,/per-sanitari/,/per-sanitari/,329
330,/per-sanitari/,/per-sanitari/page/2/,330
331,/per-sanitari/,/per-sanitari/,331
332,/per-sanitari/,/privacy-policy,332
333,/centri-di-formazione,/irc/,333
334,/centri-di-formazione,/per-il-pubblico/,334
335,/centri-di-formazione,/per-sanitari/,335
336,/centri-di-formazione,/centri-di-formazione,336
337,/centri-di-formazione,/corsi,337
338,/centri-di-formazione,/manuali-e-pubblicazioni,338
339,/centri-di-formazione,/,339
340,/centri-di-formazione,/irc/,340
341,/centri-di-formazione,/irc/attivita/,341
342,/centri-di-formazione,/irc/struttura/,342
343,/centri-di-formazione,/irc/storia-e-principi/,343
344,/centri-di-formazione,/irc/congressi/,344
345,/centri-di-formazione,/irc/diventa-socio/,345
346,/centri-di-formazione,/irc/patrocini/,346
347,/centri-di-formazione,/irc/eventi-patrocinati-irc/,347
348,/centri-di-formazione,/irc/fondazione-irc/,348
349,/centri-di-formazione,/irc/contatti/,349
350,/centri-di-formazione,/irc/link-utili/,350
351,/centri-di-formazione,/irc/archivio/,351
352,/centri-di-formazione,/per-il-pubblico/,352
353,/centri-di-formazione,/per-il-pubblico/apps-games/,353
354,/centri-di-formazione,/per-il-pubblico/kids-save-lives/,354
355,/centri-di-formazione,/per-il-pubblico/settimana-viva/,355
356,/centri-di-formazione,/per-sanitari/,356
357,/centri-di-formazione,/centri-di-formazione,357
358,/centri-di-formazione,/centri-di-formazione/iscriversi-un-corso-irc/,358
359,/centri-di-formazione,/centri-di-formazione/calendario-corsi/,359
360,/centri-di-formazione,/centri-di-formazione/verifica-attestati/,360
361,/centri-di-formazione,/centri-di-formazione/scarica-lattestato/,361
362,/centri-di-formazione,/centri-di-formazione/accreditamento-centri-di-formazione/,362
363,/centri-di-formazione,/corsi,363
364,/centri-di-formazione,/manuali-e-pubblicazioni,364
365,/centri-di-formazione,/manuali-e-pubblicazioni/irc-edizioni/,365
366,/centri-di-formazione,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,366
367,/centri-di-formazione,/,367
368,/centri-di-formazione,/centri-di-formazione/,368
369,/centri-di-formazione,/centri-di-formazione/iscriversi-un-corso-irc/,369
370,/centri-di-formazione,/centri-di-formazione/calendario-corsi/,370
371,/centri-di-formazione,/centri-di-formazione/verifica-attestati/,371
372,/centri-di-formazione,/centri-di-formazione/scarica-lattestato/,372
373,/centri-di-formazione,/centri-di-formazione/accreditamento-centri-di-formazione/,373
374,/centri-di-formazione,/corsi,374
375,/centri-di-formazione,/corsi,375
376,/centri-di-formazione,/centri-di-formazione/,376
377,/centri-di-formazione,/centri-di-formazione/iscriversi-un-corso-irc/,377
378,/centri-di-formazione,/centri-di-formazione/calendario-corsi/,378
379,/centri-di-formazione,/centri-di-formazione/verifica-attestati/,379
380,/centri-di-formazione,/centri-di-formazione/scarica-lattestato/,380
381,/centri-di-formazione,/centri-di-formazione/accreditamento-centri-di-formazione/,381
382,/centri-di-formazione,/privacy-policy,382
383,/corsi,/irc/,383
384,/corsi,/per-il-pubblico/,384
385,/corsi,/per-sanitari/,385
386,/corsi,/centri-di-formazione,386
387,/corsi,/corsi,387
388,/corsi,/manuali-e-pubblicazioni,388
389,/corsi,/,389
390,/corsi,/irc/,390
391,/corsi,/irc/attivita/,391
392,/corsi,/irc/struttura/,392
393,/corsi,/irc/storia-e-principi/,393
394,/corsi,/irc/congressi/,394
395,/corsi,/irc/diventa-socio/,395
396,/corsi,/irc/patrocini/,396
397,/corsi,/irc/eventi-patrocinati-irc/,397
398,/corsi,/irc/fondazione-irc/,398
399,/corsi,/irc/contatti/,399
400,/corsi,/irc/link-utili/,400
401,/corsi,/irc/archivio/,401
402,/corsi,/per-il-pubblico/,402
403,/corsi,/per-il-pubblico/apps-games/,403
404,/corsi,/per-il-pubblico/kids-save-lives/,404
405,/corsi,/per-il-pubblico/settimana-viva/,405
406,/corsi,/per-sanitari/,406
407,/corsi,/centri-di-formazione,407
408,/corsi,/centri-di-formazione/iscriversi-un-corso-irc/,408
409,/corsi,/centri-di-formazione/calendario-corsi/,409
410,/corsi,/centri-di-formazione/verifica-attestati/,410
411,/corsi,/centri-di-formazione/scarica-lattestato/,411
412,/corsi,/centri-di-formazione/accreditamento-centri-di-formazione/,412
413,/corsi,/corsi,413
414,/corsi,/manuali-e-pubblicazioni,414
415,/corsi,/manuali-e-pubblicazioni/irc-edizioni/,415
416,/corsi,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,416
417,/corsi,/,417
418,/corsi,/corsi/,418
419,/corsi,/corsi/le-nostre-certificazioni/,419
420,/corsi,/corsi/prezzi-consigliati-corsi-irc/,420
421,/corsi,/corsi/iscriversi-un-corso-irc/,421
422,/corsi,/corsi/calendario-corsi/,422
423,/corsi,/corsi/corso-istruttori-base/,423
424,/corsi,/corsi/corso-istruttori-avanzato/,424
425,/corsi,/corsi/corso-direttori/,425
426,/corsi,/corsi/irc-edu/,426
427,/corsi,/corsi/#non_sanitari,427
428,/corsi,/corso/blsd-non-sanitari/,428
429,/corsi,/corso/corso-blsd-pediatrico-non-sanitari/,429
430,/corsi,/corsi/#sanitari,430
431,/corsi,/corso/advanced-life-support/,431
432,/corsi,/corso/basic-life-support-defibrillation-cat-b/,432
433,/corsi,/corso/european-paediatric-advanced-life-support/,433
434,/corsi,/corso/basic-life-support-defribillation-pediatrico-cat-b/,434
435,/corsi,/corso/newborn-life-support/,435
436,/corsi,/corso/metal/,436
437,/corsi,/corso/immediate-life-support/,437
438,/corsi,/corso/european-paediatric-immediate-life-supprt/,438
439,/corsi,/corso/ptc-base/,439
440,/corsi,/corso/ptc-advanced/,440
441,/corsi,/corso/european-trauma-course/,441
442,/corsi,/corso/blsd-non-sanitari/,442
443,/corsi,/corso/blsd-non-sanitari/,443
444,/corsi,/corso/corso-blsd-pediatrico-non-sanitari/,444
445,/corsi,/corso/corso-blsd-pediatrico-non-sanitari/,445
446,/corsi,/corso/basic-life-support-defibrillation-cat-b/,446
447,/corsi,/corso/basic-life-support-defibrillation-cat-b/,447
448,/corsi,/corso/basic-life-support-defribillation-pediatrico-cat-b/,448
449,/corsi,/corso/basic-life-support-defribillation-pediatrico-cat-b/,449
450,/corsi,/corso/metal/,450
451,/corsi,/corso/metal/,451
452,/corsi,/corso/immediate-life-support/,452
453,/corsi,/corso/immediate-life-support/,453
454,/corsi,/corso/european-paediatric-immediate-life-supprt/,454
455,/corsi,/corso/european-paediatric-immediate-life-supprt/,455
456,/corsi,/corso/advanced-life-support/,456
457,/corsi,/corso/advanced-life-support/,457
458,/corsi,/corso/european-paediatric-advanced-life-support/,458
459,/corsi,/corso/european-paediatric-advanced-life-support/,459
460,/corsi,/corso/newborn-life-support/,460
461,/corsi,/corso/newborn-life-support/,461
462,/corsi,/corso/ptc-base/,462
463,/corsi,/corso/ptc-base/,463
464,/corsi,/corso/ptc-advanced/,464
465,/corsi,/corso/ptc-advanced/,465
466,/corsi,/corso/european-trauma-course/,466
467,/corsi,/corso/european-trauma-course/,467
468,/corsi,/corsi/,468
469,/corsi,/corsi/le-nostre-certificazioni/,469
470,/corsi,/corsi/prezzi-consigliati-corsi-irc/,470
471,/corsi,/corsi/iscriversi-un-corso-irc/,471
472,/corsi,/corsi/calendario-corsi/,472
473,/corsi,/corsi/corso-istruttori-base/,473
474,/corsi,/corsi/corso-istruttori-avanzato/,474
475,/corsi,/corsi/corso-direttori/,475
476,/corsi,/corsi/irc-edu/,476
477,/corsi,/corsi/#non_sanitari,477
478,/corsi,/corso/blsd-non-sanitari/,478
479,/corsi,/corso/corso-blsd-pediatrico-non-sanitari/,479
480,/corsi,/corsi/#sanitari,480
481,/corsi,/corso/advanced-life-support/,481
482,/corsi,/corso/basic-life-support-defibrillation-cat-b/,482
483,/corsi,/corso/european-paediatric-advanced-life-support/,483
484,/corsi,/corso/basic-life-support-defribillation-pediatrico-cat-b/,484
485,/corsi,/corso/newborn-life-support/,485
486,/corsi,/corso/metal/,486
487,/corsi,/corso/immediate-life-support/,487
488,/corsi,/corso/european-paediatric-immediate-life-supprt/,488
489,/corsi,/corso/ptc-base/,489
490,/corsi,/corso/ptc-advanced/,490
491,/corsi,/corso/european-trauma-course/,491
492,/corsi,/privacy-policy,492
493,/manuali-e-pubblicazioni,/irc/,493
494,/manuali-e-pubblicazioni,/per-il-pubblico/,494
495,/manuali-e-pubblicazioni,/per-sanitari/,495
496,/manuali-e-pubblicazioni,/centri-di-formazione,496
497,/manuali-e-pubblicazioni,/corsi,497
498,/manuali-e-pubblicazioni,/manuali-e-pubblicazioni,498
499,/manuali-e-pubblicazioni,/,499
500,/manuali-e-pubblicazioni,/irc/,500
501,/manuali-e-pubblicazioni,/irc/attivita/,501
502,/manuali-e-pubblicazioni,/irc/struttura/,502
503,/manuali-e-pubblicazioni,/irc/storia-e-principi/,503
504,/manuali-e-pubblicazioni,/irc/congressi/,504
505,/manuali-e-pubblicazioni,/irc/diventa-socio/,505
506,/manuali-e-pubblicazioni,/irc/patrocini/,506
507,/manuali-e-pubblicazioni,/irc/eventi-patrocinati-irc/,507
508,/manuali-e-pubblicazioni,/irc/fondazione-irc/,508
509,/manuali-e-pubblicazioni,/irc/contatti/,509
510,/manuali-e-pubblicazioni,/irc/link-utili/,510
511,/manuali-e-pubblicazioni,/irc/archivio/,511
512,/manuali-e-pubblicazioni,/per-il-pubblico/,512
513,/manuali-e-pubblicazioni,/per-il-pubblico/apps-games/,513
514,/manuali-e-pubblicazioni,/per-il-pubblico/kids-save-lives/,514
515,/manuali-e-pubblicazioni,/per-il-pubblico/settimana-viva/,515
516,/manuali-e-pubblicazioni,/per-sanitari/,516
517,/manuali-e-pubblicazioni,/centri-di-formazione,517
518,/manuali-e-pubblicazioni,/centri-di-formazione/iscriversi-un-corso-irc/,518
519,/manuali-e-pubblicazioni,/centri-di-formazione/calendario-corsi/,519
520,/manuali-e-pubblicazioni,/centri-di-formazione/verifica-attestati/,520
521,/manuali-e-pubblicazioni,/centri-di-formazione/scarica-lattestato/,521
522,/manuali-e-pubblicazioni,/centri-di-formazione/accreditamento-centri-di-formazione/,522
523,/manuali-e-pubblicazioni,/corsi,523
524,/manuali-e-pubblicazioni,/manuali-e-pubblicazioni,524
525,/manuali-e-pubblicazioni,/manuali-e-pubblicazioni/irc-edizioni/,525
526,/manuali-e-pubblicazioni,/manuali-e-pubblicazioni/modalita-spedizione-ordine-cartaceo/,526
